product_id,category,product_name,code,category,price
70,국내주식,아이엠지티,169,1070,72350
71,국내주식,필에너지,170,1071,71340
72,국내주식,DB금융스팩11호,171,1072,77590
73,국내주식,교보14호스팩,172,1073,89500
74,국내주식,이노시뮬레이션,173,1074,11660
75,국내주식,이브이파킹서비스,174,1075,55980
76,국내주식,알멕,175,1076,13070
77,국내주식,오픈놀,176,1077,64300
78,국내주식,시큐센,177,1078,46050
79,국내주식,하나29호스팩,178,1079,21160
80,국내주식,KB제25호스팩,179,1080,77690
81,국내주식,엔에이치스팩29호,180,1081,13510
82,국내주식,하이제8호스팩,181,1082,16160
83,국내주식,가이아코퍼레이션,182,1083,35010
84,국내주식,비에이치,183,1084,33400
85,국내주식,동국씨엠,184,1085,77690
86,국내주식,동국제강,185,1086,40490
87,국내주식,프로티아,186,1087,10700
88,국내주식,큐라티스,187,1088,43240
89,국내주식,마녀공장,188,1089,56910
90,국내주식,나라셀라,189,1090,84410
91,국내주식,진영,190,1091,35290
92,국내주식,이수스페셜티케미컬,191,1092,82050
93,국내주식,OCI,192,1093,71950
94,국내주식,기가비스,193,1094,57440
95,국내주식,팸텍,194,1095,23450
96,국내주식,모니터랩,195,1096,19780
97,국내주식,씨유박스,196,1097,20100
98,국내주식,큐라켐,197,1098,65510
99,국내주식,키움제8호스팩,198,1099,95030
100,국내주식,트루엔,199,1100,52950
101,국내주식,삼미금속,200,1101,62760
102,국내주식,에스바이오메딕스,201,1102,53660
103,국내주식,슈어소프트테크,202,1103,61110
104,국내주식,토마토시스템,203,1104,72540
105,국내주식,마이크로투나노,204,1105,97800
106,국내주식,셀바이오휴먼텍,205,1106,94690
107,국내주식,SK오션플랜트,206,1107,51880
108,국내주식,노보믹스,207,1108,85590
109,국내주식,삼성FN리츠,208,1109,33500
110,국내주식,현대그린푸드,209,1110,78470
111,국내주식,미래에셋비전스팩3호,210,1111,51110
112,국내채권(장내),농금채(중앙회)2023-11이2Y-C,211,1112,54520
113,국내채권(장내),농금채(중앙회)2020-1이5Y-C,212,1113,35330
114,국내채권(장내),농업금융채권(은행)2023-08이2Y-H,213,1114,18730
115,국내채권(장내),농업금융채권(은행)2023-07이2Y-D,214,1115,65560
116,국내채권(장내),농업금융채권(은행)2022-08이2Y-E,215,1116,40700
117,국내채권(장내),농업금융채권(은행)2021-04이-B(신종),216,1117,88400
118,국내채권(장내),농업금융채권(은행)2022-08이1.5Y-D,217,1118,11160
119,국내채권(장내),농업금융채권(은행)2022-07이-A(신종),218,1119,21410
120,국내채권(장내),농업금융채권(은행)2022-04이-A(신종),219,1120,32170
121,국내채권(장내),농업금융채권(은행)2021-04이-A(신종),220,1121,28850
122,국내채권(장내),농업금융채권(은행)2020-08이5Y-B,221,1122,92920
123,국내채권(장내),농업금융채권(은행)2023-07이-A(신종),222,1123,71250
124,국내채권(장내),농금(은행)조건부(상)2019-10이10Y-갑(후),223,1124,84760
125,국내채권(장내),한국수출입금융2311사-이표-1.5,224,1125,42840
126,국내채권(장내),한국수출입금융2311아-할인-274,225,1126,29180
127,국내채권(장내),수산금융채권(일반)09-08이표24-30호,226,1127,21710
128,국내채권(장내),수산금융채권(경제)45-01이표36-22호,227,1128,66930
129,국내채권(장내),수산금융채권(은행)20-3이영구(신종)-13,228,1129,4670
130,국내채권(장내),수산금융채권(은행)19-03이영구(신종)-07,229,1130,49820
131,국내채권(장내),과천도시공사2021-1,230,1131,57220
132,국내채권(장내),과천도시공사보상(과천과천)2022-10가,231,1132,47040
133,국내채권(장내),하남도시공사2022-02,232,1133,31030
134,국내채권(장내),한국공항공사13,233,1134,98810
135,국내채권(장내),인천교통공사2023-01(녹),234,1135,82640
136,국내채권(장내),인천교통공사2022-01(녹),235,1136,25920
137,국내채권(장내),고양도시관리공사보상(일산)2021-01가,236,1137,26880
138,국내채권(장내),대구교통공사49,237,1138,23340
139,국내채권(장내),대구교통공사51,238,1139,30510
140,국내채권(장내),토지주택채권112,239,1140,73910
141,국내채권(장내),토지주택채권96,240,1141,1800
142,국내채권(장내),토지주택채권(용지3)23-03,241,1142,22340
143,국내채권(장내),토지주택채권(용지3)22-12,242,1143,61740
144,국내채권(장내),토지주택채권155,243,1144,58440
145,국내채권(장내),토지주택채권125,244,1145,86200
146,국내채권(장내),토지주택채권93,245,1146,95460
147,국내채권(장내),토지주택채권(용지)23-10,246,1147,26400
148,국내채권(장내),토지주택채권(용지)23-09,247,1148,77960
149,국내채권(장내),토지주택채권(용지)23-08,248,1149,54880
150,국내채권(장내),토지주택채권(용지)23-07,249,1150,12810
151,국내채권(장내),토지주택채권(용지)23-06,250,1151,83020
152,국내채권(장내),토지주택채권(용지)23-04,251,1152,34500
153,국내채권(장내),토지주택채권(용지)22-12,252,1153,99040
154,국내채권(장내),토지주택채권(용지)22-11,253,1154,35820
155,국내채권(장내),토지주택채권(용지)22-10,254,1155,91220
156,국내채권(장내),토지주택채권(용지)22-09,255,1156,74060
157,국내채권(장내),토지주택채권(용지)22-08,256,1157,51730
158,국내채권(장내),토지주택채권(용지)22-06,257,1158,33560
159,국내채권(장내),토지주택채권(용지)22-05,258,1159,34620
160,국내채권(장내),토지주택채권(용지)22-04,259,1160,31070
161,국내채권(장내),토지주택채권(용지)22-03,260,1161,97360
162,국내채권(장내),토지주택채권(용지)22-02,261,1162,63230
163,국내채권(장내),토지주택채권(용지)22-01,262,1163,71890
164,국내채권(장내),토지주택채권(용지)21-12,263,1164,83710
165,국내채권(장내),토지주택채권(용지)21-11,264,1165,5840
166,국내채권(장내),토지주택채권(용지)21-09,265,1166,7430
167,국내채권(장내),토지주택채권(용지)21-08,266,1167,22080
168,국내채권(장내),토지주택채권(용지)21-07,267,1168,27000
169,국내채권(장내),토지주택채권(용지)21-06,268,1169,85160
170,국내채권(장내),토지주택채권(용지)21-02,269,1170,78510
171,국내채권(장내),토지주택채권(용지)20-12,270,1171,37097
172,해외주식,BABA,271,1172,$129
173,해외주식,BRK-B,272,1173,$56
174,해외주식,BRK-A,273,1174,$132
175,해외주식,V,274,1175,$126
176,해외주식,TSM,275,1176,$146
177,해외주식,WMT,276,1177,$84
178,해외주식,JNJ,277,1178,$171
179,해외주식,PG,278,1179,$93
180,해외주식,MA,279,1180,$51
181,해외주식,HD,280,1181,$50
182,해외주식,JPM,281,1182,$99
183,해외주식,UNH,282,1183,$41
184,해외주식,VZ,283,1184,$138
185,해외주식,DIS,284,1185,$57
186,해외주식,CRM,285,1186,$72
187,해외주식,NVS,286,1187,$184
188,해외주식,TM,287,1188,$120
189,해외주식,KO,288,1189,$14
190,해외주식,MRK,289,1190,$101
191,해외주식,BAC,290,1191,$16
192,해외주식,T,291,1192,$22
193,해외주식,PFE,292,1193,$185
194,해외주식,SAP,293,1194,$10
195,해외주식,ABT,294,1195,$49
196,해외주식,NKE,295,1196,$52
197,해외주식,ORCL,296,1197,$193
198,해외주식,TMO,297,1198,$99
199,해외주식,MCD,298,1199,$58
200,해외주식,UL,299,1200,$60
201,해외주식,UN,300,1201,$87
202,해외주식,ABBV,301,1202,$131
203,해외주식,XOM,302,1203,$175
204,해외주식,ACN,303,1204,$34
205,해외주식,DHR,304,1205,$132
206,해외주식,LFC,305,1206,$109
207,해외주식,AZN,306,1207,$71
208,해외주식,CVX,307,1208,$67
209,해외주식,LLY,308,1209,$49
210,해외주식,MDT,309,1210,$92
211,해외주식,UPS,310,1211,$131
212,해외주식,NEE,311,1212,$179
213,해외주식,CHL,312,1213,$97
214,해외주식,UNP,313,1214,$61
215,해외주식,BMY,314,1215,$69
216,해외주식,LIN,315,1216,$97
217,해외주식,LOW,316,1217,$65
218,해외주식,NVO,317,1218,$160
219,해외주식,BHP,318,1219,$70
220,해외주식,BBL,319,1220,$147
221,해외주식,PM,320,1221,$141
222,해외주식,HON,321,1222,$81
223,해외주식,SHOP,322,1223,$141
224,해외주식,AMT,323,1224,$29
225,해외주식,IBM,324,1225,$96
226,해외주식,LMT,325,1226,$23
227,해외주식,PTR,326,1227,$182
228,해외주식,RDS-A,327,1228,$34
229,해외주식,RIO,328,1229,$115
230,해외주식,RY,329,1230,$183
231,해외주식,SNE,330,1231,$91
232,해외주식,WFC,331,1232,$185
233,해외주식,GSK,332,1233,$134
234,해외주식,MMM,333,1234,$132
235,해외주식,TOT,334,1235,$77
236,해외주식,RDS-B,335,1236,$64
237,해외주식,BUD,336,1237,$17
238,해외주식,BA,337,1238,$44
239,해외주식,RTX,338,1239,$157
240,해외주식,FIS,339,1240,$152
241,해외주식,C,340,1241,$45
242,해외주식,NOW,341,1242,$81
243,해외주식,HDB,342,1243,$95
244,해외주식,SPGI,343,1244,$86
245,해외주식,TD,344,1245,$99
246,해외주식,BLK,345,1246,$158
247,해외주식,BTI,346,1247,$35
248,해외주식,CAT,347,1248,$14
249,해외주식,AXP,348,1249,$52
250,해외주식,SYK,349,1250,$133
251,해외주식,EL,350,1251,$15
252,해외주식,ZTS,351,1252,$119
253,해외주식,TGT,352,1253,$4
254,해외주식,DEO,353,1254,$139
255,해외주식,HSBC,354,1255,$102
256,해외주식,CNI,355,1256,$79
257,해외주식,MS,356,1257,$162
258,해외주식,SE,357,1258,$87
259,해외주식,CVS,358,1259,$80
260,해외주식,PLD,359,1260,$32
261,해외주식,MO,360,1261,$69
262,해외주식,SQ,361,1262,$157
263,해외주식,CCI,362,1263,$177
264,해외주식,DE,363,1264,$6
265,해외주식,D,364,1265,$86
266,해외주식,APD,365,1266,$114
267,해외주식,CL,366,1267,$93
268,해외주식,GS,367,1268,$116
269,해외주식,SHW,368,1269,$156
270,해외주식,BP,369,1270,$195
271,해외주식,TJX,370,1271,$8
272,해외주식,SNP,371,1272,$114
273,해외주식,FDX,372,1273,$45
274,해외주식,BDX,373,1274,$47
275,해외주식,ENB,374,1275,$196
276,해외주식,DUK,375,1276,$135
277,해외주식,ANTM,376,1277,$52
278,해외주식,SNOW,377,1278,$5
279,해외주식,ITW,378,1279,$115
280,해외주식,BX,379,1280,$87
281,해외주식,UBER,380,1281,$121
282,해외주식,VMW,381,1282,$54
283,해외주식,INFY,382,1283,$8
284,해외주식,CI,383,1284,$98
285,해외주식,MMC,384,1285,$99
286,해외주식,TAK,385,1286,$143
287,해외주식,BEKE,386,1287,$95
288,해외주식,VALE,387,1288,$143
289,해외주식,ECL,388,1289,$57
290,해외주식,BSX,389,1290,$77
291,해외주식,SO,390,1291,$25
292,해외주식,GE,391,1292,$58
293,해외주식,ICE,392,1293,$193
294,해외주식,NOC,393,1294,$68
295,해외주식,NSC,394,1295,$106
296,해외주식,MUFG,395,1296,$188
297,해외주식,ABB,396,1297,$43
298,해외주식,GPN,397,1298,$66
299,해외주식,PGR,398,1299,$41
300,해외주식,USB,399,1300,$66
301,해외주식,PBR,400,1301,$116
302,해외주식,MCO,401,1302,$187
303,해외주식,NEM,402,1303,$137
304,해외주식,CB,403,1304,$127
305,해외주식,DG,404,1305,$105
306,해외주식,GOLD,405,1306,$100
307,해외주식,HUM,406,1307,$19
308,해외주식,KMB,407,1308,$89
309,해외주식,EQNR,408,1309,$36
310,해외주식,BNS,409,1310,$130
311,해외주식,BAM,410,1311,$89
312,해외주식,PBR-A,411,1312,$150
313,해외주식,DELL,412,1313,$134
314,해외주식,EW,413,1314,$113
315,해외주식,TFC,414,1315,$62
316,해외주식,WM,415,1316,$129
317,해외주식,AON,416,1317,$46
318,해외주식,CEO,417,1318,$25
319,해외주식,SPOT,418,1319,$160
320,해외주식,SCHW,419,1320,$55
321,해외주식,PNC,420,1321,$63
322,해외주식,TAL,421,1322,$19
323,해외주식,UBS,422,1323,$196
324,해외주식,HMC,423,1324,$41
325,해외주식,RKT,424,1325,$68
326,해외주식,TRP,425,1326,$180
327,해외주식,ITUB,426,1327,$81
328,해외주식,GM,427,1328,$147
329,해외주식,WBK,428,1329,$148
330,해외주식,HCA,429,1330,$60
331,해외주식,RELX,430,1331,$145
332,해외주식,DD,431,1332,$193
333,해외주식,ROP,432,1333,$104
334,해외주식,PHG,433,1334,$19
335,해외주식,AMX,434,1335,$170
336,해외주식,CP,435,1336,$57
337,해외주식,VEEV,436,1337,$135
338,해외주식,GD,437,1338,$65
339,해외주식,ETN,438,1339,$91
340,해외주식,AEP,439,1340,$157
341,해외주식,BAX,440,1341,$43
342,해외주식,EMR,441,1342,$193
343,해외주식,SMFG,442,1343,$68
344,해외주식,KDP,443,1344,$121
345,해외주식,LHX,444,1345,$190
346,해외주식,CVNA,445,1346,$148
347,해외주식,DLR,446,1347,$90
348,해외주식,TRI,447,1348,$92
349,해외주식,PSA,448,1349,$125
350,해외주식,BCE,449,1350,$13
351,해외주식,SNAP,450,1351,$20
352,해외주식,BMO,451,1352,$181
353,해외주식,NGG,452,1353,$68
354,해외주식,ABEV,453,1354,$26
355,해외주식,COP,454,1355,$70
356,해외주식,STZ,455,1356,$91
357,해외주식,PUK,456,1357,$164
358,해외주식,DOW,457,1358,$16
359,해외주식,BF-B,458,1359,$66
360,해외주식,SCCO,459,1360,$126
361,해외주식,GIS,460,1361,$88
362,해외주식,LVS,461,1362,$196
363,해외주식,EPD,462,1363,$146
364,해외주식,CMG,463,1364,$55
365,해외주식,SRE,464,1365,$121
366,해외주식,TWLO,465,1366,$115
367,해외주식,CM,466,1367,$101
368,해외주식,RACE,467,1368,$142
369,해외주식,IBN,468,1369,$108
370,해외주식,MFG,469,1370,$43
371,해외주식,MET,470,1371,$97
372,해외주식,TWTR,471,1372,$81
373,해외주식,SYY,472,1373,$44
374,해외주식,TEL,473,1374,$53
375,해외주식,COF,474,1375,$71
376,해외주식,SAN,475,1376,$96
377,해외주식,BBD,476,1377,$154
378,해외주식,APH,477,1378,$23
379,해외주식,CNC,478,1379,$45
380,해외주식,INFO,479,1380,$7
381,해외주식,JCI,480,1381,$61
382,해외주식,E,481,1382,$107
383,해외주식,RSG,482,1383,$170
384,해외주식,WEC,483,1384,$120
385,해외주식,A,484,1385,$199
386,해외주식,CMI,485,1386,$89
387,해외주식,IQV,486,1387,$60
388,해외주식,BK,487,1388,$14
389,해외주식,KKR,488,1389,$134
390,해외주식,TT,489,1390,$50
391,해외주식,KMI,490,1391,$190
392,해외주식,ORAN,491,1392,$112
393,해외주식,ALL,492,1393,$49
394,해외주식,PPG,493,1394,$4
395,해외주식,CRH,494,1395,$50
396,해외주식,MSCI,495,1396,$19
397,해외주식,CHT,496,1397,$173
398,해외주식,HSY,497,1398,$32
399,해외주식,ZBH,498,1399,$8
400,해외주식,ING,499,1400,$131
401,해외주식,ES,500,1401,$130
402,해외주식,ALC,501,1402,$20
403,해외주식,TDG,502,1403,$153
404,해외주식,VFC,503,1404,$72
405,해외주식,TRV,504,1405,$116
406,해외주식,BBY,505,1406,$85
407,해외주식,YUM,506,1407,$49
408,해외주식,STM,507,1408,$95
409,해외주식,DHI,508,1409,$34
410,해외주식,AZO,509,1410,$47
411,해외주식,FNV,510,1411,$94
412,해외주식,MFC,511,1412,$182
413,해외주식,BLL,512,1413,$59
414,해외주식,PEG,513,1414,$10
415,해외주식,W,514,1415,$12
416,해외주식,MSI,515,1416,$62
417,해외주식,WCN,516,1417,$119
418,해외주식,HRL,517,1418,$106
419,해외주식,F,518,1419,$13
420,해외주식,CLX,519,1420,$75
421,해외주식,PH,520,1421,$168
422,해외주식,OTIS,521,1422,$52
423,해외주식,ADM,522,1423,$194
424,해외주식,CARR,523,1424,$6
425,해외주식,NIO,524,1425,$119
426,해외주식,MKC,525,1426,$93
427,해외주식,WMB,526,1427,$142
428,해외주식,AWK,527,1428,$33
429,해외주식,AFL,528,1429,$134
430,해외주식,SWK,529,1430,$17
431,해외주식,KR,530,1431,$15
432,해외주식,HPQ,531,1432,$61
433,해외주식,FMS,532,1433,$154
434,해외주식,RMD,533,1434,$130
435,해외주식,TME,534,1435,$122
436,해외주식,ED,535,1436,$3
437,해외주식,PRU,536,1437,$6
438,해외주식,ROK,537,1438,$149
439,해외주식,CS,538,1439,$160
440,해외주식,FTV,539,1440,$57
441,해외주식,GSX,540,1441,$9
442,해외주식,CHA,541,1442,$50
443,해외주식,LYB,542,1443,$51
444,해외주식,SLB,543,1444,$13
445,해외주식,EDU,544,1445,$85
446,해외주식,PSX,545,1446,$109
447,해외주식,GLW,546,1447,$44
448,해외주식,WIT,547,1448,$1
449,해외주식,MCK,548,1449,$165
450,해외주식,PINS,549,1450,$174
451,해외주식,AIG,550,1451,$152
452,해외주식,HLT,551,1452,$14
453,해외주식,LEN,552,1453,$182
454,해외주식,SLF,553,1454,$73
455,해외주식,MTD,554,1455,$133
456,해외주식,PANW,555,1456,$45
457,해외주식,ZTO,556,1457,$141
458,국내ETF,BNK 24-11 회사채(AA-이상)액티브,557,1458,27380
459,국내ETF,BNK 2차전지양극재,558,1459,96330
460,국내ETF,BNK 미래전략기술액티브,559,1460,12000
461,국내ETF,BNK 주주가치액티브,560,1461,71210
462,국내ETF,마이티 200커버드콜ATM레버리지,561,1462,99020
463,국내ETF,마이티 26-09 특수채(AAA)액티브,562,1463,36740
464,국내ETF,마이티 다이나믹퀀트액티브,563,1464,35860
465,국내ETF,마이티 코스피100,564,1465,18160
466,국내ETF,KBSTAR 200TR,565,1466,69090
467,국내ETF,KBSTAR 200IT,566,1467,24730
468,국내ETF,KBSTAR 200건설,567,1468,16680
469,국내ETF,KBSTAR 200경기소비재,568,1469,10740
470,국내ETF,KBSTAR 200고배당커버드콜ATM,569,1470,98550
471,국내ETF,KBSTAR 200금융,570,1471,75420
472,국내ETF,KBSTAR 200산업재,571,1472,16160
473,국내ETF,KBSTAR 200생활소비재,572,1473,2990
474,국내ETF,KBSTAR 200선물레버리지,573,1474,89990
475,국내ETF,KBSTAR 200선물인버스2X,574,1475,46970
476,국내ETF,KBSTAR 200선물인버스,575,1476,29630
477,국내ETF,KBSTAR 200에너지화학,576,1477,64460
478,국내ETF,KBSTAR 200중공업,577,1478,56100
479,국내ETF,KBSTAR 200,578,1479,26650
480,국내ETF,KBSTAR 200철강소재,579,1480,30900
481,국내ETF,KBSTAR 200커뮤니케이션서비스,580,1481,44920
482,국내ETF,KBSTAR 23-11 회사채(AA-이상)액티브,581,1482,83950
483,국내ETF,KBSTAR 25-03 회사채(AA-이상)액티브,582,1483,12130
484,국내ETF,KBSTAR 25-11 회사채(AA-이상)액티브,583,1484,90020
485,국내ETF,KBSTAR 2차전지TOP10,584,1485,78150
486,국내ETF,KBSTAR 2차전지TOP10인버스(합성),585,1486,39320
487,국내ETF,KBSTAR 2차전지액티브,586,1487,53030
488,국내ETF,KBSTAR 5대그룹주,587,1488,32240
489,국내ETF,KBSTAR AI&로봇,588,1489,55430
490,국내ETF,KBSTAR ESG사회책임투자,589,1490,44120
491,국내ETF,KBSTAR Fn K-뉴딜디지털플러스,590,1491,51900
492,국내ETF,KBSTAR Fn5G테크,591,1492,23870
493,국내ETF,KBSTAR Fn수소경제테마,592,1493,75740
494,국내ETF,KBSTAR Fn창업투자회사,593,1494,87590
495,국내ETF,KBSTAR Fn컨택트대표,594,1495,49400
496,국내ETF,KBSTAR Fn플랫폼테마,595,1496,94860
497,국내ETF,KBSTAR IT플러스,596,1497,12720
498,국내ETF,KBSTAR KIS국고채30년Enhanced,597,1498,7360
499,국내ETF,KBSTAR KP달러채권액티브,598,1499,7530
500,국내ETF,KBSTAR KQ고배당,599,1500,16370
501,국내ETF,KBSTAR KRX300레버리지,600,1501,72690
502,국내ETF,KBSTAR KRX300미국달러선물혼합,601,1502,92910
503,국내ETF,KBSTAR KRX300,602,1503,83040
504,국내ETF,KBSTAR KRX기후변화솔루션,603,1504,57120
505,국내ETF,KBSTAR TDF2030액티브,604,1505,10450
506,국내ETF,KBSTAR TDF2040액티브,605,1506,99700
507,국내ETF,KBSTAR TDF2050액티브,606,1507,33500
508,국내ETF,KBSTAR V&S셀렉트밸류,607,1508,22760
509,국내ETF,KBSTAR V&S셀렉트밸류채권혼합,608,1509,43830
510,국내ETF,KBSTAR iSelect메타버스,609,1510,19160
511,국내ETF,KBSTAR 게임테마,610,1511,17060
512,국내ETF,KBSTAR 고배당,611,1512,24320
513,국내ETF,KBSTAR 국고채3년선물인버스,612,1513,78950
514,국내ETF,KBSTAR 국고채3년,613,1514,26090
515,국내ETF,KBSTAR 국채30년레버리지KAP(합성),614,1515,79720
516,국내ETF,KBSTAR 국채선물10년인버스,615,1516,41470
517,국내ETF,KBSTAR 국채선물10년,616,1517,79940
518,국내ETF,KBSTAR 국채선물3년,617,1518,14580
519,국내ETF,KBSTAR 국채선물5년추종인버스,618,1519,89860
520,국내ETF,KBSTAR 국채선물5년추종,619,1520,8110
521,국내ETF,KBSTAR 글로벌4차산업IT(합성 H),620,1521,23800
522,국내ETF,KBSTAR 글로벌농업경제MV,621,1522,47000
523,국내ETF,KBSTAR 글로벌데이터센터리츠나스닥(합성),622,1523,37820
524,국내ETF,KBSTAR 글로벌메타버스Moorgate,623,1524,30980
525,국내ETF,KBSTAR 글로벌수소경제Indxx,624,1525,99390
526,국내ETF,KBSTAR 글로벌원자력iSelect,625,1526,96140
527,국내ETF,KBSTAR 글로벌자산배분액티브,626,1527,90630
528,국내ETF,KBSTAR 글로벌주식분산액티브,627,1528,69770
529,국내ETF,KBSTAR 글로벌클린에너지S&P,628,1529,46220
530,국내ETF,KBSTAR 금융채액티브,629,1530,63630
531,국내ETF,KBSTAR 내수주플러스,630,1531,84540
532,국내ETF,KBSTAR 단기국공채액티브,631,1532,58500
533,국내ETF,KBSTAR 단기종합채권(AA-이상)액티브,632,1533,89650
534,국내ETF,KBSTAR 단기통안채,633,1534,99080
535,국내ETF,KBSTAR 대형고배당10TR,634,1535,42490
536,국내ETF,KBSTAR 머니마켓액티브,635,1536,83100
537,국내ETF,KBSTAR 모멘텀로우볼,636,1537,63600
538,국내ETF,KBSTAR 모멘텀밸류,637,1538,91670
539,국내ETF,KBSTAR 미국S&P500,638,1539,87410
540,국내ETF,KBSTAR 미국S&P500(H),639,1540,6550
541,국내ETF,KBSTAR 미국S&P배당킹,640,1541,96360
542,국내ETF,KBSTAR 미국S&P원유생산기업(합성 H),641,1542,15890
543,국내ETF,KBSTAR 미국고정배당우선증권ICE TR,642,1543,82660
544,국내ETF,KBSTAR 미국나스닥100,643,1544,39100
545,국내ETF,KBSTAR 미국단기투자등급회사채액티브,644,1545,29280
546,국내ETF,KBSTAR 미국달러SOFR금리액티브(합성),645,1546,81910
547,국내ETF,KBSTAR 미국달러선물인버스,646,1547,31390
548,국내ETF,KBSTAR 미국반도체NYSE,647,1548,69050
549,국내ETF,KBSTAR 미국반도체NYSE(H),648,1549,93460
550,국내ETF,KBSTAR 미국빅데이터Top3채권혼합iSelect,649,1550,81580
551,국내ETF,KBSTAR 미국장기국채선물레버리지(합성 H),650,1551,25600
552,국내ETF,KBSTAR 미국장기국채선물인버스2X(합성 H),651,1552,57590
553,국내ETF,KBSTAR 미국장기국채선물인버스(H),652,1553,11260
554,국내ETF,KBSTAR 미국장기국채선물(H),653,1554,41260
555,국내ETF,KBSTAR 배터리 리사이클링iSelect,654,1555,83860
556,국내ETF,KBSTAR 비메모리반도체액티브,655,1556,26450
557,국내ETF,KBSTAR 삼성그룹Top3채권혼합블룸버그,656,1557,90430
558,국내ETF,KBSTAR 수출주,657,1558,85810
559,국내ETF,KBSTAR 우량업종대표주,658,1559,11260
560,국내ETF,KBSTAR 유로스탁스50(H),659,1560,87580
561,국내ETF,KBSTAR 종합채권(A-이상)액티브,660,1561,2430
562,국내ETF,KBSTAR 주식혼합,661,1562,45940
563,국내ETF,KBSTAR 중국MSCI China(H),662,1563,29350
564,국내ETF,KBSTAR 중국본토CSI300,663,1564,65970
565,국내ETF,KBSTAR 중국본토대형주CSI100,664,1565,65590
566,국내ETF,KBSTAR 중기우량회사채,665,1566,90310
567,국내ETF,KBSTAR 중소형고배당,666,1567,1710
568,국내ETF,KBSTAR 중장기국공채액티브,667,1568,94950
569,국내ETF,KBSTAR 차이나HSCEI(H),668,1569,53680
570,국내ETF,KBSTAR 차이나H선물인버스(H),669,1570,60640
571,국내ETF,KBSTAR 차이나항셍테크,670,1571,7840
572,국내ETF,KBSTAR 채권혼합,671,1572,97030
573,국내ETF,KBSTAR 코스닥150선물레버리지,672,1573,32180
574,국내ETF,KBSTAR 코스닥150선물인버스,673,1574,2770
575,국내ETF,KBSTAR 코스닥150,674,1575,72800
576,국내ETF,KBSTAR 코스피,675,1576,75800
577,국내ETF,KBSTAR 팔라듐선물인버스(H),676,1577,58800
578,국내ETF,KBSTAR 팔라듐선물(H),677,1578,96340
